,user,es,is,ps
235,0x018edc98b3190dbb261e6ff3858c4ba59c71ba94,1,0.750000000,22.0
236,0x0190c9e84e437612b84bcd5ae7a7925a779b4a2a,1,0.100000000,123.0
237,0x019201bcd96f1b07f8f7fc6c22c36db3d95393b5,2,4.000000000,22.0
238,0x01956b22171782e8d7c47d7dc7ae371c24aeee30,1,0.300000000,47.0
239,0x01965883b5f156019392a21049d9136d10f2f4d5,1,0E-9,92.0
240,0x019749fd9bb452500025aa01d14d5c8290690a44,1,0E-9,184.0
241,0x01977c44632eefb5b2868e18c902584ccad574d7,1,0.100000000,33.0
242,0x0198ed68a5cb7a20ab86c41b1bc9600ae78181ec,2,2.000000000,29.0
243,0x019adbdaf443b0893314c1516eaca04a35cf5d11,1,0.250000000,63.0
244,0x019e5c8b95692b9f82b0e0ab86f51b539b79faba,1,0.075000000,103.0
245,0x01a063c0510d6af17204a183d5eeedfbd2c6ce74,1,2.000000000,11.0
246,0x01a1a79e83e26a9de566f65a1acdf02dec449d26,1,0E-9,184.0
247,0x01a2ff227d2392aa12a66f770593b33c76d95a2b,1,0.160000000,146.0
248,0x01a45f7fbf7453092e49b6db137568f9cfab8ead,1,0E-9,184.0
249,0x01a4bd2216885025bbf003d73818e534679e7e04,4,2.090000000,104.33333333333333
250,0x01ab06f4eb304a6f804e26cbe5f16d23d06b68a5,1,0.150000000,125.0
251,0x01abf9ec08abfcafa02e15e827c2e0c0f10ef37a,1,0.100000000,33.0
252,0x01ace65e444edd9f739d2705c5bfc4185b0a12d5,1,0.150000000,97.0
253,0x01ad75dc5a57680bd83bef6b9ba91dd21520543f,1,0.025000000,103.0
254,0x01af138a278e88cb845196363f559702ba1cb966,1,0.025000000,103.0
255,0x01b30cdf017dcb7993f93da0a63af825f888875f,2,1.610000000,57.666666666666664
256,0x01b7baa7baa864fef3cd1c7bc118cc97cedcb33f,1,0E-9,184.0
257,0x01b9369cf8624e1f9960864c18411b4b07eb91ac,1,0.100000000,33.0
258,0x01c1eee6d802645dcccefd9f609765db864188a9,3,1.205000000,71.25
259,0x01c224e493afca293a47171a973298c6b1ea9045,1,0.100000000,135.0
260,0x01c2e7b1de06da53bd0ec82fdb59e5767b8c6da1,11,5.323800000,59.92307692307692
261,0x01c7145c01d06a026d3dda4700b727fe62677628,1,0.800000000,64.0
262,0x01c76cf5677bd9e4b4e2acd06cd3b0c7a39f94cc,1,0.250000000,59.0
263,0x01c77f80c7d2765fbf94dadf5af4c95ed95586c8,2,0.165000000,115.0
264,0x01caf53e4717f66968dbbc9441db61dfcb1196f1,1,0.050000000,125.0
265,0x01cb023186cab05220554ee75b4d69921dd051f1,4,1.875000000,140.33333333333334
266,0x01cd8f447112785d4f1585128c7e61ea5bc909d8,2,0.600000000,68.0
267,0x01d38eae0a2930fa2300fc98ad247c9e7d811f4f,1,2.400000000,8.0
268,0x01d3e2c8a218ba276586b86765c22d59bfa72257,1,0.750000000,56.0
269,0x01d6f0b38e2814dd8ef0163bfc05492eb7ea9b23,3,0.600000000,57.8
270,0x01d97944419a1a5adcacf6946718d33557c4924a,1,0.100000000,33.0
271,0x01dea5aea941ad0dbe5f09c85536ff9b92ec9d48,1,0.250000000,66.0
272,0x01dfe4d9c8a323932bcf5066913651457f4e1e21,1,0.750000000,27.0
273,0x01e23748ad2fa78a927d3b9dda7afd45f7780f32,9,7.740000000,56.77777777777778
274,0x01e73b482e32ea4c6e73464fc046a476114376f5,5,1.600000000,103.83333333333333
275,0x01e9432a589158228d061626c537fb11bef0873d,2,0.500000000,34.5
276,0x01ef37e27235c2d25616972e1a579a6594932827,1,0.150000000,47.0
277,0x01f109ac6e947715b3c3c506ee60d324d45edcd3,7,3.840000000,58.5
278,0x01f89104bae54dc58a7c1e2f8551481e5b57e521,1,0.300000000,46.0
279,0x01f95471ae3f00bef31510fe7d2653030669753e,1,5.000000000,2.0
280,0x01fa0e60ec42e599fb472045d1c4f7e35dc32ec3,1,0.500000000,37.0
281,0x01fa2d4a142c28e4e734f8f829a538fc3566a2e5,1,0.500000000,66.0
282,0x01fbcc344af783654c7cf7f563e120223edda669,1,0E-9,184.0
283,0x01fd932d6ad813576f77fe76097634e3749f9038,1,0.300000000,79.0
284,0x01fe13639b3c0b9127412b6f8210e4753ac1da37,1,0.750000000,47.0
285,0x01ffb13406b8a9f753f372be0468d1a768b21dfd,1,0.100000000,33.0
286,0x020164121d32eca3968fffb8c0837b2347152df2,1,0.100000000,121.0
287,0x020ab842d9b1ae9f6c5c7ead259bbc27ba0b628a,1,0.500000000,65.0
288,0x020cf21cb58942e2c2fa355c4646d61b576e19c0,1,0.300000000,40.0
289,0x020ffd740c932620b5b8826c6ae589853befaed7,3,0.940000000,62.75
290,0x02131a5831b2e46cfe867ad3e3344fc3edab59da,1,0.050000000,108.0
291,0x0217d4809515a393898a90f400b893196c82a410,1,1.000000000,20.0
292,0x021956c4fdcc41785e53c9c4688cd8a388fd6cd3,1,0.108000000,96.0
293,0x021a5290e5729aa49645abb370a03221864d39c1,3,0.450000000,136.33333333333334
294,0x021d5abea6efbcd5dba2c8ae9237471448ea0856,4,0.700000000,66.6
295,0x021d8c05947163b02a9d6ad6370411302087effd,1,1.250000000,14.0
296,0x021e4c730bf102b32e537dec1ba8d8b41de3ff95,1,8.000000000,1.0
297,0x021edd67d43b365a6401a5ee704aa6f264f3f4e4,1,0.200000000,64.0
298,0x021f37e569166d580fc1ba02d6c64af17344b897,1,0.050000000,103.0
299,0x0223298d4b080857227eef8b223bc27a38e2319c,6,23.850000000,18.545454545454547
300,0x0224b2311d5968fa00a42103788b2f4ccd0651ad,3,0.240000000,124.33333333333333
301,0x0227f34f3817f47a2a1cb80e4a3340d43f8a5d6e,1,5.000000000,3.0
302,0x022a09f3495eb290680bd31d6ae98f362e68fec2,1,0E-9,92.0
303,0x022a6395527fe0b5fa8cab1f6c992739e15f9a1c,1,0.050000000,108.0
304,0x022d861f369a3c6202b44901933047592e6f60e2,4,3.050000000,41.25
305,0x023192b16a986dc4e5cb76c1ec2f4d2de4d08462,3,0.650000000,46.0
306,0x02325e81edf85b22eccf8f63aab9eb9cd6644a69,4,0.382900000,143.8
307,0x0236a918b42b91d247ac8e69fd3032c4e6928549,1,0.025000000,103.0
308,0x02378cb9c19bfa1fc503e1c4eb73516523c1201e,1,0.500000000,59.0
309,0x023802eb071e6bbd42ae13e7b0d9b005d93d293c,1,0.250000000,54.0
310,0x023ba9bbdb72427fd57181f19dac85894be5701f,1,0.250000000,57.0
311,0x023ef73d4c6de80dd3e52b8aae579b8f0e5cbeb4,1,0.750000000,59.0
312,0x02417b593fbfef7891219a5a93da5639b5ec0233,2,1.750000000,24.0
313,0x0241dfb8165dac08d3f78cb931cf46d110f16733,1,0.080000000,98.0
314,0x024555e3ef420600fe967071ef3778d3eced6f37,1,0E-9,184.0
315,0x024878eaff0e05e559cc4fe553f64c18c0469182,3,2.500000000,42.0
316,0x024aef1375c1701693b2a0c8e8ad7badf0dce493,1,0.200000000,40.0
317,0x024bcbcaad82e67f721799e259ca60bc7d363419,1,3.500000000,8.0
318,0x024dd00c90346f021765c3be7f6157de8520fefb,1,0.300000000,47.0
319,0x024f1f8b3789bfdf9edb47f58a0d7a3afeaea804,9,16.275000000,51.07142857142857
320,0x0252f92ee3f4430ac419fc3e9ae31df718990842,1,0.600000000,47.0
321,0x025376e7e7f161a198fb5fc90a220a553836d11a,4,1.500000000,39.25
322,0x02594037d4cec55dc0d5069306f25de258aa7ddd,12,10.160000000,38.333333333333336
323,0x025f22a8d46f1f05503b44616d1849634378a15c,2,1.025000000,77.0
324,0x02637bfcbf227c64ca95f5b6094cd9d8876ae926,1,0.200000000,61.0
